precinct,ballot_type,registered_voters,ballots_cast,turnout,GEORGE_C_YANG,JERRY_J_LAWS,GAIL_K_LIGHTFOOT,MIKE_BEITIKS,PAMELA_ELIZONDO,SCOTT_A_VINEBERG,STEVE_STOKES,DUF_SUNDHEIM,LING_LING_SHI,LORETTA_L_SANCHEZ,PHIL_WYMAN,JARRELL_WILLIAMSON,THOMAS_G_DEL_BECCARO,RON_UNZ,GREG_CONLON,JASON_KRAUS,DON_KRAMPE,MARK_MATTHEW_HERD,VON_HOUGO,JASON_HANANIA,KAMALA_D_HARRIS,GAR_MYERS,PAUL_MERRITT,MASSIE_MUNROE,ELEANOR_GARCÍA,TIM_GILDERSLEEVE,CLIVE_GREY,DON_J_GRUNDMANN,PRESIDENT_CRISTINA_GRAPPO,HERBERT_G_PETERS,TOM_PALZER,JOHN_THOMPSON_PARKER,KAREN_ROSEBERRY,EMORY_RODGERS,WRITE-IN,over_votes,under_votes
7941,VBM,761,273,35.87,,,3,,1,1,4,2,1,23,,,,,2,,,2,,1,199,,,,2,1,,,2,1,2,1,1,,,3,21
7942,Election_Day,868,220,25.35,,1,5,1,5,,,,,26,1,,2,,,,4,,3,1,133,,,3,2,,1,,3,,1,,2,,2,,24
7942,VBM,868,276,31.8,4,,2,,2,,2,3,1,24,,1,,1,,,3,,2,,185,,,1,1,,,,,3,,1,1,,1,6,32
7943,Election_Day,873,237,27.15,1,,2,,4,,1,1,,27,,,1,,,1,,1,2,1,148,1,,2,5,1,1,,4,1,1,2,,,1,2,26
7943,VBM,873,303,34.71,6,,2,,5,,3,,1,20,1,,5,1,1,,7,2,1,1,195,,2,1,,,,,6,,4,1,2,,2,5,29
7944,Election_Day,793,234,29.51,,,2,1,3,,2,2,1,29,1,,1,,,,,1,,,153,,,4,1,,,,2,,,1,,,,1,29
7944,VBM,793,247,31.15,4,,1,1,5,,1,4,1,20,,1,,,1,,1,1,,,183,,,1,3,,,,,,1,2,1,1,,3,11
7945,Election_Day,846,114,13.48,,,,,1,,,1,,14,,1,1,,,,,1,1,,69,,,1,1,,,,3,2,,1,,,2,1,14
7945,VBM,846,312,36.88,3,1,1,,3,1,2,1,,24,1,1,3,3,,1,1,1,1,1,215,,,2,3,2,,1,2,,6,2,1,2,,6,21
7946,Election_Day,915,151,16.5,1,,3,1,1,,2,,2,14,2,,,,,,,,1,,89,,,4,1,2,,1,1,1,,2,,,2,,21
7946,VBM,915,335,36.61,15,1,1,,3,1,3,2,3,50,,2,2,,13,,3,2,5,6,165,3,,4,4,1,1,1,,,2,1,,,2,6,33
7947,Election_Day,886,155,17.49,3,,2,,1,,1,1,,16,,,2,,1,,1,2,1,2,79,1,,1,6,1,,,2,1,,3,1,1,1,7,18
7947,VBM,886,284,32.05,12,,1,,3,2,2,6,5,39,3,,1,,5,,7,1,2,1,128,1,,8,3,,1,,4,3,,2,5,,,6,33
7948,Election_Day,875,191,21.83,1,,2,1,2,,1,,,19,,1,7,,1,,,3,,,105,,,,4,1,1,1,5,1,,,1,2,,3,29
7948,VBM,875,285,32.57,12,1,4,,4,2,3,3,1,39,1,,3,1,3,1,3,3,3,,142,1,1,1,2,1,1,,,,2,1,1,,3,3,39
7949,Election_Day,538,81,15.06,2,,2,,,1,,1,,14,,,,,,,2,2,2,1,38,,1,,1,,,,,1,,,,,,,13
7949,VBM,538,197,36.62,21,,,1,1,,3,1,6,22,2,,3,,3,1,5,,3,,82,,,2,1,,,1,2,,3,2,2,,1,1,28
7951,Election_Day,752,119,15.82,,,,,1,,,,,18,1,1,,2,,,,2,,1,70,,1,2,2,,1,,3,,2,,1,,,1,10
7951,VBM,752,307,40.82,23,,1,1,7,,2,10,7,20,2,,4,,3,1,9,2,1,,128,2,,7,2,,,,,1,2,1,1,,7,10,53
7952,Election_Day,778,138,17.74,1,,1,,4,1,2,,2,20,1,1,1,1,1,,7,,2,,64,,,1,5,,,,3,,2,2,1,1,1,2,11
7952,VBM,778,260,33.42,16,3,2,,2,2,1,1,7,38,,2,5,1,2,1,4,3,2,,125,,1,3,2,1,1,,3,4,2,2,1,1,1,2,19
7953,Election_Day,794,157,19.77,2,,,1,7,,3,,1,22,1,1,2,1,1,1,,,,,85,1,,1,1,,2,,4,,1,,,1,,,18
7953,VBM,794,285,35.89,20,,3,,,,3,3,9,31,,1,6,1,6,1,4,,1,1,140,1,,2,1,,2,,2,,2,,6,1,,6,32
7954,Election_Day,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7954,VBM,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7955,Election_Day,831,145,17.45,4,,,,6,,,1,3,12,,,2,2,2,1,1,,1,,79,,,1,1,,,,4,1,1,1,,,3,2,17
7955,VBM,831,279,33.57,15,,,,2,2,,4,3,31,3,2,2,,9,,2,2,3,,143,,2,3,,,,,,1,,1,2,1,2,5,39
7956,Election_Day,712,98,13.76,2,,,,,,1,,1,9,,1,2,,,,2,,,,52,,,3,3,,1,,1,,,1,,,1,4,14
7956,VBM,712,258,36.24,17,,,1,1,2,1,1,8,33,1,,2,1,1,,6,2,1,3,120,2,2,,3,,3,,2,5,1,1,3,,3,3,29
7957,Election_Day,624,109,17.47,4,,1,1,2,1,,,,6,,,,,,,3,,1,,69,,,1,2,,,,3,,,,,,,1,14
7957,VBM,624,204,32.69,2,,,,3,,,1,3,23,1,1,1,,,,1,1,4,2,128,,1,1,,,,,1,1,,2,,,,,27
7958,Election_Day,266,10,3.76,1,,1,,1,,,,,1,,,,,,,,,,,2,,,,1,,,,,,,,,,1,,2
7958,VBM,266,112,42.11,6,,2,1,2,1,,2,2,13,2,,,,,,,1,1,2,59,1,1,,,,,,,1,1,1,,,,2,11
9001,Election_Day,234,5,2.14,,,,,,,,,,,,,,,,,,,,,2,,1,,1,,,,,,,,,,,,1
9001,VBM,234,99,42.31,4,,,1,,,3,,2,8,,,1,2,1,,,,1,1,58,,,,,,,,,1,1,1,,1,,2,11
9101,Election_Day,840,197,23.45,2,,2,2,5,,3,3,1,14,,,5,4,1,,,2,1,1,102,,2,6,,,,,2,1,,2,1,,,3,32
9101,VBM,840,312,37.14,13,4,5,,4,1,4,3,4,18,4,1,5,1,3,,,2,3,2,191,1,,1,,1,,1,2,1,,1,1,,1,2,32
9102,Election_Day,892,215,24.1,4,2,4,,1,2,3,4,3,26,1,,1,2,1,,1,1,2,,116,,,3,2,,,1,2,1,2,1,1,1,2,2,23
9102,VBM,892,321,35.99,15,,4,1,2,,4,8,2,31,1,2,3,,4,,,,7,,190,1,,4,1,,1,,2,,8,3,1,1,1,,24
9103,Election_Day,909,197,21.67,7,,,,,2,3,,2,16,,2,1,1,2,,,2,5,5,110,,1,2,,1,,1,1,,3,1,1,,1,1,26
9103,VBM,909,294,32.34,10,,,4,3,2,5,5,7,27,2,1,3,1,6,1,,1,3,1,159,,2,3,,,1,,3,,6,,3,,2,2,31
9104,Election_Day,927,204,22.01,1,1,3,2,1,2,2,3,1,19,1,1,,1,1,1,,,5,2,116,,1,2,5,1,,,2,1,,1,2,1,1,,24
9104,VBM,927,300,32.36,10,3,3,4,7,,2,2,2,29,3,,7,,3,,1,1,3,4,157,2,,,2,,1,1,2,1,8,,3,1,2,,36
9105,Election_Day,903,227,25.14,6,,2,1,1,1,1,1,,14,,,1,,1,,,,5,,150,,,2,,,,,,,,,1,1,1,1,37
9105,VBM,903,311,34.44,7,1,,,,1,4,6,2,24,4,1,4,,3,,1,3,5,3,189,,,1,2,1,1,,3,2,3,,1,,1,2,36
9106,Election_Day,892,253,28.36,1,1,2,,2,,1,6,,15,,,1,1,,,,2,3,1,159,1,2,5,,1,,,4,,,1,1,1,1,,41
9106,VBM,892,341,38.23,2,,4,1,4,1,5,4,,29,3,,3,1,,,1,1,2,,217,1,1,2,3,1,,,1,,2,1,2,1,1,1,46
9107,Election_Day,767,195,25.42,1,,1,2,4,,1,5,,10,,,,1,3,,,,2,,117,1,1,6,1,,,,,,2,1,1,1,,1,33
9107,VBM,767,248,32.33,8,,,,6,2,6,5,3,30,3,,2,3,3,,,,4,3,113,1,2,5,1,,,1,,1,1,1,,,1,4,39
9108,Election_Day,758,205,27.04,3,1,3,1,3,1,1,1,2,19,1,1,5,1,1,1,1,1,2,,116,,,3,2,,1,,4,,1,1,2,,2,,24
9108,VBM,758,231,30.47,6,,,,4,2,,4,4,18,2,,2,2,1,,,2,2,,143,,,3,1,,1,1,,,,1,,1,,3,28
9109,Election_Day,810,207,25.56,3,,,,1,,1,3,3,14,1,1,3,,3,,2,,2,,132,,1,3,1,,,3,1,2,,2,1,,,1,23
9109,VBM,810,280,34.57,6,,,,2,1,3,6,2,36,,1,3,,3,,,1,3,1,155,,,5,,,4,,1,,,2,1,,3,4,37
9111,Election_Day,713,184,25.81,,1,4,,2,,3,3,1,20,,1,,2,4,,1,1,3,,98,,,4,2,,,,2,1,1,2,,,,1,27
9111,VBM,713,216,30.29,4,,2,,3,,1,6,2,19,,,,1,1,,,,3,1,123,1,,2,1,,3,,1,,2,2,1,,,,37
9112,Election_Day,908,211,23.24,,,,,3,,3,3,1,14,2,1,,1,1,,,,3,2,138,1,1,5,1,1,,,3,1,1,,1,,2,,22
9112,VBM,908,317,34.91,4,,,1,4,,1,5,2,27,1,,1,1,4,,2,,4,2,196,2,1,5,,,1,,1,,1,3,2,1,,3,42
9113,Election_Day,938,252,26.87,,1,4,,4,,1,2,2,21,,,1,1,4,,,2,4,,159,,,4,1,,,1,1,,4,1,,1,3,,30
9113,VBM,938,325,34.65,4,,1,1,6,4,1,4,6,32,,,5,1,3,,,1,3,2,210,,,3,,,1,,,1,1,,2,,,2,31
9114,Election_Day,847,196,23.14,4,,1,,3,2,1,1,,22,1,,1,,2,,,3,3,,107,,,3,3,,,,2,1,,2,,1,1,,32
9114,VBM,847,275,32.47,14,,1,,2,2,1,,3,25,2,,1,3,3,,,,4,1,168,1,,3,1,1,,,2,,1,1,1,,1,3,30
9115,Election_Day,876,209,23.86,6,,1,,6,1,3,1,2,22,,,4,,2,,,,,1,124,,,4,3,,2,,3,,1,,,,1,,22
9115,VBM,876,287,32.76,4,,1,,2,1,2,4,,29,4,,3,,4,1,,3,6,1,172,,,5,,,2,1,,,,1,2,,,2,37
9116,Election_Day,900,211,23.44,4,,2,,2,1,2,,2,16,,,1,,2,1,1,,2,,128,,2,2,,,1,,,,,2,,,2,,38
9116,VBM,900,268,29.78,12,2,2,2,3,2,5,5,2,18,,,4,3,6,,,2,,3,148,,,2,2,1,,,3,1,,3,1,,,5,31
9117,Election_Day,729,179,24.55,1,,2,,6,1,1,,,22,1,,1,1,5,,,1,2,2,100,,,2,,,,,2,,1,1,3,1,,,23
9117,VBM,729,280,38.41,3,1,1,,2,,3,4,,20,3,2,7,1,,,1,2,1,3,189,,1,2,,,,,1,,,1,,,,6,26
9118,Election_Day,904,218,24.12,7,,1,1,2,,2,3,2,27,1,,1,,2,,2,1,1,3,109,,,4,,,1,,1,,2,4,2,,,,39
9118,VBM,904,286,31.64,8,,,3,4,,3,6,5,23,1,,4,4,4,,,,3,2,147,,1,4,1,,,2,,2,6,1,,,1,2,49
9119,Election_Day,865,168,19.42,,1,5,1,6,,1,4,,14,,,1,,3,,1,,1,,100,,,,2,2,,1,1,,1,,,,,1,22
9119,VBM,865,324,37.46,18,2,1,1,6,,4,2,9,14,2,3,1,,1,1,1,2,7,2,166,1,1,3,1,3,,,1,3,3,3,4,,4,1,53
9121,Election_Day,882,208,23.58,3,1,2,,5,1,4,2,1,22,,,3,,1,,,5,1,2,102,,1,1,2,,1,,1,,2,,,1,2,,42
9121,VBM,882,283,32.09,9,1,2,1,2,1,1,8,1,21,,,1,,4,1,,,4,8,158,,,2,1,1,1,,1,1,2,,1,,3,1,46
9122,Election_Day,864,168,19.44,1,,2,,5,,6,2,,12,1,,,,1,,,,1,1,97,,1,1,,,,,2,2,2,2,,1,1,,27
9122,VBM,864,289,33.45,16,,4,,3,,7,5,3,22,,3,1,5,,2,4,,3,1,155,,2,3,,,2,1,2,,1,,,1,4,5,34
9123,Election_Day,819,208,25.4,1,,3,1,3,2,3,2,4,14,1,,2,,1,,,6,1,3,113,,1,1,2,,1,,1,2,2,,,,3,3,32
9123,VBM,819,292,35.65,16,,2,,4,2,6,,2,19,2,,3,1,4,,1,2,8,3,153,,2,6,1,,1,,,1,5,3,,,,2,43
9124,Election_Day,877,187,21.32,2,,5,3,5,,1,,1,14,2,,1,,,,,1,3,,107,,,2,4,,2,,1,1,1,,1,,2,1,27
9124,VBM,877,269,30.67,9,,2,1,3,2,1,2,6,27,4,,3,1,3,,,1,1,2,141,,,5,3,,2,,3,3,1,,1,,,6,36
9125,Election_Day,833,185,22.21,5,,1,1,5,1,5,,,16,,,1,2,,1,,1,2,,108,,,1,1,,1,,1,1,1,,1,,2,1,26
9125,VBM,833,303,36.37,18,,5,,2,,7,4,9,25,5,,,1,4,,1,1,,,168,,,2,,,,,3,,4,3,1,4,,5,31
9126,Election_Day,914,204,22.32,4,,3,,7,2,3,1,5,12,,,,,2,,1,2,,2,129,,,4,2,,1,,2,,,,1,1,,,20
9126,VBM,914,325,35.56,28,1,,,1,,2,6,6,30,1,1,1,,2,,1,3,4,1,188,,,5,,,,,3,2,1,2,,1,,2,33
9127,Election_Day,929,235,25.3,6,,3,1,3,,,3,,12,2,,2,,6,,1,,1,1,152,,1,5,,,1,,,,2,2,,,2,,29
9127,VBM,929,306,32.94,11,,2,1,4,2,3,5,1,24,3,,2,1,3,,,,4,1,187,1,,3,,,,,3,,,,2,,,2,41
9128,Election_Day,826,229,27.72,3,,5,,1,,3,1,,21,,1,2,,2,,,1,5,,139,1,,3,1,,1,,1,,4,2,1,,,,31
9128,VBM,826,271,32.81,10,1,2,,3,,,6,1,23,1,1,3,,12,,3,,6,2,152,,1,2,3,,1,,,4,3,2,2,,,,27
9129,Election_Day,673,185,27.49,6,,,3,5,1,2,2,2,11,,,,,2,,,1,1,1,108,,1,1,,,2,,2,1,1,,1,,,1,30
9129,VBM,673,214,31.8,5,1,1,,3,,3,3,,29,1,1,2,2,1,,1,1,1,2,121,,,,,,,,2,,1,,2,1,,1,29
9131,Election_Day,733,178,24.28,2,,1,1,4,,3,1,1,16,2,,,2,,,,1,2,,91,,2,1,,,1,1,1,,,2,1,1,1,1,39
9131,VBM,733,250,34.11,6,,4,1,7,,3,8,,19,3,4,2,1,,,,1,3,,148,,,1,,,1,,4,2,,,,,3,1,28
9132,Election_Day,834,206,24.7,1,1,2,1,5,,2,2,2,14,,,1,,,,,1,,,129,,,2,1,,1,,3,,1,,,,1,2,34
9132,VBM,834,243,29.14,5,,2,,2,,3,2,5,26,,,2,,1,,,1,3,1,150,,,4,3,,,,,,2,,2,,,6,23
9133,Election_Day,986,211,21.4,4,,2,2,4,,,,1,16,,,1,1,,,,,1,2,136,,,1,2,,1,1,4,1,1,,1,,1,,28
9133,VBM,986,365,37.02,11,,1,3,3,,6,2,2,36,4,,5,1,1,1,1,,2,5,221,2,1,2,1,1,,2,1,,1,1,5,1,1,6,35
9134,Election_Day,822,155,18.86,1,,3,,1,,4,1,1,9,1,,3,1,,,,1,3,2,89,,1,5,,,1,,1,1,1,,,,,,25
9134,VBM,822,288,35.04,8,1,2,,1,1,6,3,4,29,1,1,3,3,9,,,,2,3,172,,,1,1,,,,1,,2,,1,,,2,31
9135,Election_Day,782,169,21.61,2,,2,,1,2,2,4,,20,1,1,2,,2,1,,2,2,1,92,,,,,,1,2,1,1,1,1,,1,1,,23
9135,VBM,782,260,33.25,4,1,3,,1,2,1,5,3,8,2,1,2,1,6,,,,5,,148,,,2,,,,2,,1,7,3,11,,,3,38
9136,Election_Day,893,212,23.74,3,,1,1,4,,3,,,21,,,5,,2,,,,1,2,125,,,4,2,1,,,2,1,2,1,,,1,2,28
9136,VBM,893,304,34.04,6,,2,,3,,4,4,2,27,2,,1,1,4,1,,1,4,2,185,,1,3,,,1,1,2,,1,1,3,,1,1,40
9137,Election_Day,912,185,20.29,5,,1,,4,1,7,5,1,13,2,,5,1,1,1,,4,1,1,94,1,,2,1,1,2,,2,,2,2,4,,,,21
9137,VBM,912,315,34.54,12,,3,1,5,3,5,5,6,20,2,,,1,3,2,,,6,3,176,,,1,1,,,,,2,1,1,4,,,2,50
9138,Election_Day,858,150,17.48,2,1,2,1,3,,4,2,,7,,,1,,2,1,,2,2,1,91,,,1,,,1,,1,1,3,1,2,,1,,17
9138,VBM,858,283,32.98,14,,2,,2,,3,6,4,36,,1,2,1,2,1,1,1,1,,167,,,5,,,,1,,,1,2,1,1,1,5,22
9139,Election_Day,943,188,19.94,6,,,,1,2,1,1,2,7,1,,4,,1,,,3,4,2,119,1,1,4,,,,,2,,1,1,,2,1,,21
9139,VBM,943,351,37.22,25,,3,2,1,1,2,8,6,33,4,,2,2,3,,3,,8,3,182,,1,3,2,,,,1,1,1,1,7,1,1,2,42
9141,Election_Day,895,192,21.45,4,,5,,6,,3,2,4,18,1,,4,,2,,,,,,105,,,,,,1,1,,1,1,1,1,,,,32
9141,VBM,895,319,35.64,19,,,1,1,2,5,3,5,22,2,,11,1,4,,,1,5,1,185,1,1,2,2,3,1,,,2,3,,1,1,,1,33
9142,Election_Day,901,218,24.2,3,,3,1,2,,8,2,2,13,1,,1,1,,,,,1,1,130,1,,5,3,,2,,1,2,,3,2,,1,2,27
9142,VBM,901,292,32.41,10,1,2,3,3,,,3,2,29,2,2,4,,4,,1,,1,1,176,3,1,1,,,,1,3,,1,1,4,,1,3,29
9143,Election_Day,865,209,24.16,3,1,3,1,3,,1,2,1,24,2,,,,,,,1,5,1,125,,,5,2,,,,1,,,,,,,1,27
9143,VBM,865,301,34.8,14,1,4,,,2,1,5,1,14,2,1,3,,2,1,3,,5,2,182,,,2,,,,,1,,5,,2,,,4,44
9144,Election_Day,926,245,26.46,5,1,1,2,2,1,1,1,,18,3,,,,2,,,2,1,3,145,,,7,1,,,1,2,,2,,1,,,,43
9144,VBM,926,314,33.91,8,,3,,2,,4,1,2,32,2,2,2,6,3,,1,2,1,2,199,,,2,,,1,,3,,3,,1,,,1,31
9145,Election_Day,823,210,25.52,1,1,2,,2,1,,1,,15,1,,1,,3,,,,4,1,125,1,,5,1,,2,,4,,1,1,1,1,,1,34
9145,VBM,823,274,33.29,3,1,,1,1,,3,9,3,11,6,2,,,2,,1,1,4,2,192,,,1,,1,,,2,1,2,1,2,,,2,20
9146,Election_Day,856,246,28.74,4,,1,2,7,,3,3,,12,,,,,1,,1,,2,1,160,,,2,2,,2,,,1,1,,1,,,,40
9146,VBM,856,272,31.78,4,,,,5,,3,8,3,24,1,1,1,1,1,,,,3,3,180,,,1,,,,,1,,1,,1,1,,1,28
9147,Election_Day,894,238,26.62,2,,1,2,1,1,4,3,,20,1,,3,1,3,,,,5,,137,,,7,1,,,,2,,,4,2,,,2,36
9147,VBM,894,285,31.88,6,,6,1,4,1,3,5,3,20,1,3,4,1,2,,,,2,3,175,,,3,,,1,1,,1,3,1,,,,5,30
9148,Election_Day,943,273,28.95,2,2,1,2,4,,3,2,,31,,,1,1,1,,,1,1,,169,,,3,,,1,2,2,1,2,1,2,2,,,36
9148,VBM,943,294,31.18,4,,,1,6,,7,4,1,32,1,,7,,1,,,1,4,7,180,1,1,1,6,,,,,,,1,2,,,1,25
9149,Election_Day,893,238,26.65,1,,2,,6,1,1,1,1,20,2,,1,1,1,1,,1,2,,153,,,4,,,2,,,,,,,,2,,35
9149,VBM,893,297,33.26,3,,1,,6,,1,6,,25,3,,2,1,2,,1,1,3,1,195,,,2,,,1,,,,1,1,2,1,,5,33
9151,Election_Day,775,156,20.13,3,,1,,3,,,4,1,12,1,,,1,1,,,1,3,1,97,,1,1,,,1,,,,1,2,,,,2,19
9151,VBM,775,269,34.71,2,,2,1,1,,3,4,,25,1,2,6,,3,,,,1,,173,,1,3,,,1,,2,,2,1,1,,1,2,31
9152,Election_Day,724,106,14.64,1,,,,4,2,3,1,,16,,,1,,,,,,,,51,,,3,,,1,,,1,,3,,,2,,17
9152,VBM,724,165,22.79,2,,,,,,,,,23,,,8,1,1,,,,,,91,,,3,,,,,1,,,1,10,,,1,23
9201,Election_Day,903,243,26.91,,,4,2,4,1,8,1,,17,,,2,1,1,1,,,1,1,152,1,,6,1,,1,,3,,1,1,1,1,1,1,29
9201,VBM,903,264,29.24,1,,8,1,7,,3,4,,23,3,,5,,2,,1,4,2,2,146,,,4,2,,2,,4,1,3,2,3,2,,,29
9202,Election_Day,871,222,25.49,,,2,2,4,1,1,3,,18,2,,1,1,1,,,2,2,,133,,,2,2,,2,,,,,,6,,,2,35
9202,VBM,871,240,27.55,1,1,1,1,2,,3,6,,21,2,,2,1,4,,1,3,2,1,152,,2,3,,,1,,1,,,,,,,1,28
9203,Election_Day,903,176,19.49,4,,1,,3,,1,3,,11,1,1,7,,3,,,1,2,,95,,,2,,,1,,1,,3,,1,,,3,32
9203,VBM,903,294,32.56,3,2,3,,,,,15,1,22,9,1,16,3,9,,,1,6,2,153,,1,,,,,,,,3,1,2,,1,1,39
9204,Election_Day,753,166,22.05,5,,,,,,1,4,,10,2,1,2,1,,1,1,1,2,,100,,,1,,,2,,1,,2,,2,,,1,26
9204,VBM,753,228,30.28,6,,4,2,,,4,10,,17,4,2,9,3,5,,1,1,1,,131,,,,,,,,1,,6,,,,,,21
9205,Election_Day,665,137,20.6,1,2,1,,1,1,1,4,,9,,,4,,2,,,,1,1,82,,,3,,,,1,,,2,,1,,1,,19
9205,VBM,665,225,33.83,1,1,1,,,1,4,5,,9,2,,9,2,1,,1,,,1,136,,1,5,,,,1,2,,1,,2,,,,39
9206,Election_Day,879,159,18.09,,,3,1,,2,1,2,,14,1,1,8,3,4,,2,,2,2,83,,,3,1,,,,2,,1,1,2,1,,,19
9206,VBM,879,305,34.7,4,,4,,1,,,22,,27,8,1,17,3,8,,1,2,3,,157,1,,2,,,,,5,1,4,,,,,3,31
9207,Election_Day,858,178,20.75,3,,1,,,,,3,1,11,2,,6,1,4,,1,,4,,108,,,1,,,,,1,,1,,,,,1,29
9207,VBM,858,247,28.79,3,,,1,1,,,11,,10,4,,13,2,6,,,,1,2,142,1,1,3,,,1,,1,,4,,1,,1,1,37
9208,Election_Day,869,186,21.4,2,,1,,,,1,8,,15,,,,,,,,,2,1,109,,,1,,,1,,2,,3,,,,,,40
9208,VBM,869,234,26.93,6,,2,,,,2,10,,15,5,1,6,3,3,,,4,7,1,119,,,1,1,,,,1,1,4,,3,,1,3,35
9209,Election_Day,658,157,23.86,2,,,,1,,2,5,,15,,,5,1,,1,,1,5,2,82,,2,3,,,,,1,,1,,1,1,,,26
9209,VBM,658,188,28.57,1,1,,,,2,,16,,12,2,,7,2,1,,2,1,1,,100,,1,2,1,,,,1,,1,,,,1,1,32
9211,Election_Day,777,161,20.72,1,,1,1,1,2,,,,17,2,,2,1,,1,,,2,,91,,,3,1,1,,,2,1,1,,,,,,30
9211,VBM,777,212,27.28,5,,,3,3,,1,14,,11,6,1,3,1,4,,2,1,1,1,104,,,1,1,,,,,1,3,,2,,1,2,40
9212,Election_Day,762,160,21,1,1,1,1,1,,3,4,,24,2,1,3,1,3,,,,1,,76,,,1,1,,,,1,,,,2,,,1,31
9212,VBM,762,215,28.22,5,,3,,1,1,2,3,,17,2,,9,2,2,,1,,3,,124,,,1,,,1,,,,1,,,,,3,34
9213,Election_Day,870,172,19.77,,1,5,,2,1,2,6,,16,4,,3,,4,,,1,,,88,,,3,,,,,,1,1,,,,,2,32
9213,VBM,870,263,30.23,6,1,1,2,4,1,6,8,1,15,3,,1,,11,1,1,4,3,1,151,,1,,1,1,,1,1,,3,1,2,,1,2,28
9214,Election_Day,565,111,19.65,1,1,2,,1,1,2,2,,12,1,,2,,1,,,,1,1,60,,,2,,,,,,,1,1,,,,1,18
9214,VBM,565,197,34.87,,,,1,2,,,8,,14,7,1,3,,9,,1,,2,5,110,,,3,,,,,1,1,2,1,,,1,4,21
9215,Election_Day,604,132,21.85,1,,4,1,,,,9,,7,2,1,4,1,,,,1,1,2,76,,,,,,,,,,1,,1,,,,20
9215,VBM,604,197,32.62,1,,1,1,2,1,1,13,,14,1,,2,5,4,2,1,2,4,,112,,,1,,1,,,1,,3,,2,,,3,19
9216,Election_Day,712,160,22.47,4,1,,,,2,1,3,,11,1,,1,,2,,,,,,97,,,,1,,,,1,1,4,,1,,1,,28
9216,VBM,712,177,24.86,1,,2,1,,1,1,17,,11,2,,5,4,4,,1,1,3,,82,,3,3,,,2,,2,1,1,,2,,,,27
9217,Election_Day,682,154,22.58,1,,1,,1,,1,2,,16,5,,2,,2,,,1,1,1,84,,,3,1,,,,4,,1,,4,,2,,21
9217,VBM,682,201,29.47,5,,1,,2,,,6,,10,3,2,3,,8,,,,2,3,113,,,1,,1,1,,1,1,2,1,3,1,,2,29
9218,Election_Day,743,136,18.3,,1,2,1,,,1,,1,6,1,,2,1,5,,1,,2,1,75,,,1,1,,,,,,2,,,,,,32
9218,VBM,743,220,29.61,1,,3,2,1,2,3,3,2,21,6,,1,2,6,,1,1,4,1,124,,,1,,,,,1,,,2,2,,,2,28
9219,Election_Day,719,184,25.59,,,2,,,,1,4,,16,1,,2,,4,,,,2,1,112,,,2,,1,1,,1,1,1,,,,2,,30
9219,VBM,719,180,25.03,5,,1,,1,,1,6,,23,4,1,4,,7,1,,,1,2,95,,,,,,1,1,,1,1,,3,,,2,19
9221,Election_Day,611,136,22.26,2,,,,1,,1,3,,13,,,1,2,3,,,2,2,1,81,,,1,1,,,,,,2,,,,,1,19
9221,VBM,611,260,42.55,6,,1,,,,,21,,21,4,,4,4,6,,,3,3,2,150,,3,1,1,,,,2,,6,2,2,,,2,16
9222,Election_Day,802,155,19.33,1,,1,,,,1,5,,22,1,1,1,,3,,,,1,,89,,1,,,,,,3,,5,,,,1,,19
9222,VBM,802,305,38.03,,,,,,1,,18,,23,5,,7,9,4,,1,1,2,,198,,,1,,,,,,1,1,,4,1,,1,27
9223,Election_Day,591,98,16.58,2,,,,3,,1,5,,11,,,5,,1,,,1,,3,43,,,2,1,,,,,,2,,,,1,,17
9223,VBM,591,215,36.38,1,1,,1,,,1,7,,18,7,,9,4,3,,,1,1,,124,1,,4,2,1,1,,1,,,,1,,1,5,20
9224,Election_Day,898,184,20.49,1,,1,,,,2,4,,14,,,3,1,1,,,,5,1,100,,,3,1,,,1,1,,2,1,2,,1,,39
9224,VBM,898,298,33.18,2,1,1,,1,,,12,1,18,4,2,3,4,3,,,1,5,1,194,,,2,,,,,,,5,1,,,2,5,30
9225,Election_Day,866,193,22.29,1,,2,,,2,3,4,,13,1,,2,2,3,,1,1,2,1,109,1,1,3,,,,,,,2,1,2,,,,36
9225,VBM,866,242,27.94,,,3,3,2,,1,7,,20,,,5,4,5,,1,3,1,,143,,1,1,,,,,,1,3,1,,,1,2,34
9226,Election_Day,822,169,20.56,2,,3,,,,1,10,,17,2,,3,2,,,1,1,3,,87,,1,2,,,,1,2,,2,,,1,,5,23
9226,VBM,822,281,34.18,4,1,4,1,,,3,18,1,15,3,2,7,5,3,1,,2,4,,158,,,3,,,1,,,,,1,3,,1,3,37
9227,Election_Day,709,154,21.72,1,,2,,3,,,4,,19,,,2,,2,,,,3,1,92,,,1,1,,,,,,,,,,,1,22
9227,VBM,709,293,41.33,13,,4,1,,,4,13,,18,4,1,8,4,9,,,,6,1,160,,,3,1,1,,1,,,1,3,1,,,1,35
9228,Election_Day,687,165,24.02,3,1,2,2,,,1,13,,11,2,,1,1,1,,,,1,2,103,1,,1,,,,1,,2,,,1,1,,,14
