PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),Yes,No,Under Vote,Over Vote
Pct 7537,VBM,7537,1,783,370,47.25,304,34,26,0
Pct 7538,Election Day,7538,1,831,291,35.02,234,25,32,0
Pct 7538,VBM,7538,1,831,445,53.55,365,30,39,0
Pct 7539,Election Day,7539,1,978,363,37.12,294,32,37,0
Pct 7539,VBM,7539,1,978,458,46.83,374,41,40,0
Pct 7541,Election Day,7541,1,865,271,31.33,226,19,26,0
Pct 7541,VBM,7541,1,865,457,52.83,346,70,38,0
Pct 7542,Election Day,7542,1,906,291,32.12,247,24,20,0
Pct 7542,VBM,7542,1,906,465,51.32,373,42,45,0
Pct 7543,Election Day,7543,1,993,267,26.89,200,32,36,0
Pct 7543,VBM,7543,1,993,539,54.28,410,72,53,0
Pct 7544,Election Day,7544,1,962,295,30.67,230,36,28,0
Pct 7544,VBM,7544,1,962,526,54.68,421,47,54,0
Pct 7545,Election Day,7545,1,970,276,28.45,215,24,36,1
Pct 7545,VBM,7545,1,970,557,57.42,421,57,71,0
Pct 7546,Election Day,7546,1,935,365,39.04,279,34,50,0
Pct 7546,VBM,7546,1,935,452,48.34,361,41,42,0
Pct 7547,Election Day,7547,1,1057,335,31.69,287,15,32,0
Pct 7547,VBM,7547,1,1057,502,47.49,377,49,62,0
Pct 7548,Election Day,7548,1,1135,338,29.78,265,33,40,0
Pct 7548,VBM,7548,1,1135,556,48.99,441,47,61,0
Pct 7549,Election Day,7549,1,854,276,32.32,211,27,37,0
Pct 7549,VBM,7549,1,854,458,53.63,359,40,52,0
Pct 7551,Election Day,7551,1,762,252,33.07,186,33,34,0
Pct 7551,VBM,7551,1,762,417,54.72,326,45,39,0
Pct 7552,Election Day,7552,1,756,256,33.86,207,27,22,0
Pct 7552,VBM,7552,1,756,422,55.82,346,33,31,1
Pct 7553 MB,Election Day,7553,1,187,5,2.67,1,0,4,0
Pct 7553 MB,VBM,7553,1,187,163,87.17,124,10,25,0
Pct 7554,Election Day,7554,1,859,279,32.48,214,31,33,1
Pct 7554,VBM,7554,1,859,490,57.04,386,52,38,0
Pct 7555,Election Day,7555,1,893,298,33.37,237,35,25,1
Pct 7555,VBM,7555,1,893,548,61.37,421,51,64,0
Pct 7556/7557,Election Day,7556,1,1008,315,31.25,243,41,31,0
Pct 7556/7557,VBM,7556,1,1008,591,58.63,490,58,33,0
Pct 7601,Election Day,7601,1,929,223,24.00,152,34,36,0
Pct 7601,VBM,7601,1,929,365,39.29,268,44,46,0
Pct 7602,Election Day,7602,1,962,267,27.75,193,25,47,1
Pct 7602,VBM,7602,1,962,422,43.87,325,59,35,0
Pct 7603,Election Day,7603,1,888,286,32.21,223,27,34,0
