PrecinctName,ReportingType,PrecinctID,Precincts,Registration,Ballots Cast,Turnout (%),IAN KALIN,PHIL KIM,JILL WYNNS,MARK SANCHEZ,RACHEL NORTON,MATT HANEY,STEVON COOK,ROB GELLER,TREVOR MCNEIL,WRITE-IN,Under Vote,Over Vote
Pct 9717,Election Day,9717,1,993,338,34.04,41,45,57,120,86,121,98,22,88,4,670,0
Pct 9717,VBM,9717,1,993,499,50.25,63,91,140,173,171,217,186,35,132,1,779,8
Pct 9718,Election Day,9718,1,859,267,31.08,47,45,75,86,91,96,86,30,89,0,419,4
Pct 9718,VBM,9718,1,859,488,56.81,79,79,145,135,173,191,169,39,139,0,799,4
Pct 9719,Election Day,9719,1,880,263,29.89,37,41,73,97,87,99,85,26,77,0,430,0
Pct 9719,VBM,9719,1,880,492,55.91,83,65,172,157,211,206,153,28,152,0,741,0
Pct 9721,Election Day,9721,1,657,222,33.79,30,32,63,71,83,96,88,16,61,0,348,0
Pct 9721,VBM,9721,1,657,353,53.73,69,52,92,106,134,147,102,36,105,1,568,0
Pct 9722,Election Day,9722,1,634,162,25.55,26,30,48,45,41,57,46,16,48,0,291,0
Pct 9722,VBM,9722,1,634,381,60.09,46,65,118,118,134,153,121,35,114,5,611,4
Pct 9723,Election Day,9723,1,478,111,23.22,9,23,22,32,25,34,21,7,26,1,244,0
Pct 9723,VBM,9723,1,478,285,59.62,30,51,87,85,85,105,74,15,69,0,531,8
Pct 9724,Election Day,9724,1,978,255,26.07,36,63,66,75,72,91,68,19,67,1,462,0
Pct 9724,VBM,9724,1,978,569,58.18,94,129,157,167,157,186,135,47,146,4,1050,4
Pct 9725,Election Day,9725,1,985,251,25.48,34,52,55,79,74,94,76,21,66,1,448,4
Pct 9725,VBM,9725,1,985,532,54.01,85,108,143,132,150,170,123,33,164,1,1015,4
Pct 9726,Election Day,9726,1,782,303,38.75,24,50,50,98,65,93,100,21,72,4,631,4
Pct 9726,VBM,9726,1,782,303,38.75,23,67,62,119,89,111,120,22,80,0,519,0
Pct 9727,Election Day,9727,1,454,111,24.45,23,18,37,32,39,42,31,8,41,0,173,0
Pct 9727,VBM,9727,1,454,285,62.78,47,63,85,69,86,113,89,20,90,1,469,8
Pct 9728,Election Day,9728,1,937,287,30.63,41,41,83,86,94,111,85,17,77,1,512,0
Pct 9728,VBM,9728,1,937,518,55.28,82,102,158,154,208,206,150,31,171,0,806,4
Pct 9729,Election Day,9729,1,802,218,27.18,34,47,65,64,71,87,55,27,65,0,357,0
Pct 9729,VBM,9729,1,802,490,61.10,64,66,185,110,198,212,153,32,141,0,791,8
Pct 9731,Election Day,9731,1,548,198,36.13,26,20,72,55,75,73,57,9,62,0,343,0
Pct 9731,VBM,9731,1,548,287,52.37,49,45,102,75,119,126,85,26,89,4,428,0
Pct 9732 MB,Election Day,9732,1,76,1,1.32,0,0,0,1,0,0,0,0,0,0,3,0
Pct 9732 MB,VBM,9732,1,76,70,92.11,6,8,31,15,26,23,15,2,14,4,136,0
Pct 9733 MB,Election Day,9733,1,221,4,1.81,1,1,1,2,2,2,3,0,3,0,1,0
Pct 9733 MB,VBM,9733,1,221,200,90.50,21,37,59,73,74,90,76,9,44,1,312,4
Pct 9734,Election Day,9734,1,603,185,30.68,30,26,61,47,69,77,59,19,58,17,277,0
Pct 9734,VBM,9734,1,603,350,58.04,61,65,103,106,127,148,122,35,109,0,524,0
Pct 9735,Election Day,9735,1,807,227,28.13,37,39,64,69,85,80,78,22,71,2,357,4
Pct 9735,VBM,9735,1,807,472,58.49,53,78,138,152,183,199,171,38,138,4,730,4
Pct 9736,Election Day,9736,1,729,209,28.67,40,26,55,70,82,78,82,20,54,1,328,0
Pct 9736,VBM,9736,1,729,442,60.63,59,46,140,159,193,210,175,31,111,0,644,0
Pct 9737,Election Day,9737,1,782,233,29.80,27,36,57,79,80,91,90,16,57,1,398,0
Pct 9737,VBM,9737,1,782,482,61.64,49,88,148,200,186,227,205,31,127,4,659,4
Pct 9738,Election Day,9738,1,850,275,32.35,28,49,39,97,59,85,88,30,88,3,534,0
Pct 9738,VBM,9738,1,850,405,47.65,53,69,97,141,145,150,138,39,104,1,683,0
Pct 9739,Election Day,9739,1,912,302,33.11,19,53,38,111,67,92,120,17,57,0,630,4
Pct 9739,VBM,9739,1,912,379,41.56,46,68,71,158,119,150,159,49,100,4,592,0
Pct 9741,Election Day,9741,1,1064,433,40.70,33,82,39,131,63,92,127,39,76,5,1045,0
Pct 9741,VBM,9741,1,1064,246,23.12,24,37,40,67,47,69,84,28,66,0,522,0
Pct 9742,Election Day,9742,1,669,217,32.44,26,45,53,69,65,81,64,14,53,0,398,0
Pct 9742,VBM,9742,1,669,313,46.79,54,70,100,80,107,112,86,27,79,1,532,4
Pct 9743,Election Day,9743,1,1159,363,31.32,38,73,59,127,86,124,128,33,84,1,699,0
Pct 9743,VBM,9743,1,1159,544,46.94,47,90,120,226,169,242,201,56,126,2,893,4
Pct 9744,Election Day,9744,1,968,364,37.60,35,64,62,126,91,111,134,31,89,1,708,4
Pct 9744,VBM,9744,1,968,399,41.22,48,79,70,166,109,147,155,32,95,2,693,0
Pct 9745,Election Day,9745,1,1052,359,34.13,29,71,58,138,68,99,119,39,85,1,725,4
Pct 9745,VBM,9745,1,1052,403,38.31,45,82,89,171,118,164,165,36,105,3,626,8
Pct 9746,Election Day,9746,1,903,310,34.33,32,52,84,101,86,111,103,26,75,2,568,0
Pct 9746,VBM,9746,1,903,473,52.38,71,100,134,148,161,196,166,35,133,1,747,0
Pct 9747,Election Day,9747,1,989,301,30.43,31,53,75,106,90,116,95,17,73,1,547,0
Pct 9747,VBM,9747,1,989,496,50.15,52,102,129,198,170,223,195,34,143,2,728,8
Pct 9748,Election Day,9748,1,981,278,28.34,25,64,59,89,75,100,90,26,63,0,521,0
Pct 9748,VBM,9748,1,981,531,54.13,69,108,134,185,186,222,205,43,141,3,808,20
Pct 9749,Election Day,9749,1,969,256,26.42,13,50,50,92,67,78,93,9,63,0,505,4
Pct 9749,VBM,9749,1,969,430,44.38,40,87,95,185,132,163,154,37,110,3,714,0
Pct 9751,Election Day,9751,1,1011,306,30.27,40,45,67,110,85,115,103,26,72,2,559,0
Pct 9751,VBM,9751,1,1011,602,59.55,76,118,183,196,231,257,174,49,165,6,945,8
Pct 9752,Election Day,9752,1,721,206,28.57,21,37,45,79,73,97,74,17,48,0,333,0
Pct 9752,VBM,9752,1,721,420,58.25,54,83,113,142,160,191,152,49,127,0,601,8
Pct 9753,Election Day,9753,1,777,228,29.34,31,41,41,99,74,92,87,15,56,0,372,4
Pct 9753,VBM,9753,1,777,408,52.51,45,60,110,140,148,176,148,41,100,0,664,0
Pct 9754,Election Day,9754,1,744,259,34.81,23,40,51,126,71,109,110,13,63,0,430,0
Pct 9754,VBM,9754,1,744,389,52.28,27,66,98,177,170,191,164,21,86,1,551,4
Pct 9755,Election Day,9755,1,605,185,30.58,20,29,28,88,43,75,69,14,27,0,343,4
Pct 9755,VBM,9755,1,605,307,50.74,27,49,90,122,110,147,147,28,74,0,430,4
Pct 9756,Election Day,9756,1,980,279,28.47,28,74,44,104,57,93,92,21,71,1,527,4
Pct 9756,VBM,9756,1,980,505,51.53,62,93,114,162,142,181,167,43,137,3,904,12
Pct 9801,Election Day,9801,1,434,131,30.18,10,31,25,52,33,53,48,8,35,4,221,4
Pct 9801,VBM,9801,1,434,208,47.93,36,50,46,92,69,86,86,25,57,0,285,0
Pct 9900 MB,Election Day,9900,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0
Pct 9900 MB,VBM,9900,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0
Pct 9901 MB,Election Day,9901,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0
Pct 9901 MB,VBM,9901,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0
Pct 9902 MB,Election Day,9902,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0
Pct 9902 MB,VBM,9902,1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0
